,Content type:,European public assessment reports (EPARs),Output generated at:,"Thu, 11/05/2023 - 18:46",Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
405,Human,Temodal,Glioma;  Glioblastoma,temozolomide,temozolomide,EMEA/H/C/000229,no,Authorised,L01AX03,no,no,no,no,no,no,no,1999-01-26 01:00:00,,Merck Sharp & Dohme B.V. ,Antineoplastic agents,,,2023-02-21 01:00:00,36,"Temodal hard capsules is indicated for the treatment of:adult patients with newly diagnosed glioblastoma multiforme concomitantly with radiotherapy and subsequently as monotherapy treatment;children from the age of three years, adolescents and adult patients with malignant glioma, such as glioblastoma multiforme or anaplastic astrocytoma, showing recurrence or progression after standard therapy.",,,2018-08-23 09:34:00,2023-02-22 12:58:00,https://www.ema.europa.eu/en/medicines/human/EPAR/temodal
406,Human,Lamzede,alpha-Mannosidosis,velmanase alfa,velmanase alfa,EMEA/H/C/003922,no,Authorised,A16AB15,yes,no,no,no,yes,no,yes,2018-03-23 01:00:00,,Chiesi Farmaceutici S.p.A.,"Other alimentary tract and metabolism products, ",,2017-12-14 01:00:00,2023-01-13 01:00:00,6,"Treatment of non-neurological manifestations in patients with mild to moderate alpha-mannosidosis., ",,,2018-03-23 14:07:00,2023-02-22 12:46:00,https://www.ema.europa.eu/en/medicines/human/EPAR/lamzede
407,Human,Natpar,Hypoparathyroidism,parathyroid hormone,parathyroid hormone,EMEA/H/C/003861,no,Authorised,H05AA03,yes,no,no,yes,no,no,yes,2017-04-24 00:00:00,,Takeda Pharmaceuticals International AG Ireland Branch,Calcium homeostasis,,2017-02-23 01:00:00,2023-01-26 01:00:00,14,"Natpar is indicated as adjunctive treatment of adult patients with chronic hypoparathyroidism who cannot be adequately controlled with standard therapy alone., ",,,2018-08-22 16:35:00,2023-02-22 12:03:00,https://www.ema.europa.eu/en/medicines/human/EPAR/natpar
408,Human,Nimvastid,Dementia;  Alzheimer Disease;  Parkinson Disease,rivastigmine,rivastigmine,EMEA/H/C/001029,no,Authorised,N06DA03,no,yes,no,no,no,no,no,2009-05-11 00:00:00,,"Krka, d.d., Novo mesto","Psychoanaleptics, ",,,2023-01-26 01:00:00,10,"Symptomatic treatment of mild to moderately severe Alzheimer's dementia., , Symptomatic treatment of mild to moderately severe dementia in patients with idiopathic Parkinson's disease., ",,,2018-01-18 01:00:00,2023-02-22 11:53:00,https://www.ema.europa.eu/en/medicines/human/EPAR/nimvastid
409,Human,Tolura,Hypertension,telmisartan,Telmisartan,EMEA/H/C/001196,no,Authorised,C09CA07,no,yes,no,no,no,no,no,2010-06-04 00:00:00,,"Krka, d.d., Novo mesto ","Angiotensin II antagonists, plain",,2010-03-18 01:00:00,2023-01-26 01:00:00,11,HypertensionTreatment of essential hypertension in adults.Cardiovascular preventionReduction of cardiovascular morbidity in patients with:manifest atherothrombotic cardiovascular disease (history of coronary heart disease or peripheral arterial disease) or;type 2 diabetes mellitus with documented target organ damage.,,,2018-02-19 22:29:00,2023-02-22 10:42:00,https://www.ema.europa.eu/en/medicines/human/EPAR/tolura
410,Human,Trodelvy,Breast Neoplasms;  Triple Negative Breast Neoplasms,sacituzumab govitecan,Sacituzumab govitecan,EMEA/H/C/005182,no,Authorised,L01FX06,yes,no,no,no,no,no,no,2021-11-22 01:00:00,,Gilead Sciences Ireland UC,Antineoplastic agents,,2021-09-16 00:00:00,2023-01-12 01:00:00,2,"Trodelvy as monotherapy is indicated for the treatment of adult patients with unresectable or metastatic triple-negative breast cancer (mTNBC) who have received two or more prior systemic therapies, including at least one of them for advanced disease., ",,,2021-11-24 17:28:00,2023-02-22 10:41:00,https://www.ema.europa.eu/en/medicines/human/EPAR/trodelvy
411,Human,Yargesa,Gaucher Disease,miglustat,miglustat,EMEA/H/C/004016,no,Authorised,A16AX06,no,yes,no,no,no,no,no,2017-03-22 01:00:00,,Piramal Critical Care B.V.,"Other alimentary tract and metabolism products, ",,2017-01-26 01:00:00,2023-02-17 01:00:00,5,Yargesa is indicated for the oral treatment of adult patients with mild to moderate type 1 Gaucher disease.Yargesa may be used only in the treatment of patients for whom enzyme replacement therapy is unsuitable.Yargesa is indicated for the treatment of progressive neurological manifestations in adult patients and paediatric patients with Niemann-Pick type C disease.,,,2017-05-10 17:21:00,2023-02-22 10:35:00,https://www.ema.europa.eu/en/medicines/human/EPAR/yargesa
412,Human,Verzenios,Breast Neoplasms,abemaciclib,abemaciclib,EMEA/H/C/004302,no,Authorised,L01EF03,yes,no,no,no,no,no,no,2018-09-26 00:00:00,,Eli Lilly Nederland B.V.,Antineoplastic agents,,2018-07-25 00:00:00,2023-01-26 01:00:00,9,"Early Breast Cancer, , Verzenios in combination with endocrine therapy is indicated for the adjuvant treatment of adult patients with hormone receptor (HR) positive, human epidermal growth factor receptor 2 (HER2) negative, node positive early breast cancer at high risk of recurrence (see section 5.1)., , In pre or perimenopausal women, aromatase inhibitor endocrine therapy should be combined with a luteinising hormone-releasing hormone (LHRH) agonist., , Advanced or Metastatic Breast Cancer, , Verzenios is indicated for the treatment of women with hormone receptor (HR) positive, human epidermal growth factor receptor 2 (HER2) negative locally advanced or metastatic breast cancer in combination with an aromatase inhibitor or fulvestrant as initial endocrine-based therapy, or in women who have received prior endocrine therapy., , In pre- or perimenopausal women, the endocrine therapy should be combined with a LHRH agonist., ",,,2018-10-29 18:30:00,2023-02-22 10:27:00,https://www.ema.europa.eu/en/medicines/human/EPAR/verzenios
413,Human,Taltz,Psoriasis,ixekizumab,ixekizumab,EMEA/H/C/003943,no,Authorised,L04AC,no,no,no,no,no,no,no,2016-04-25 00:00:00,,Eli Lilly and Company (Ireland) Limited,Immunosuppressants,,2016-02-25 01:00:00,2023-01-12 01:00:00,17,"Plaque psoriasisTaltz is indicated for the treatment of moderate to severe plaque psoriasis in adults who are candidates for systemic therapy.Psoriatic arthritisTaltz, alone or in combination with methotrexate, is indicated for the treatment of active psoriatic arthritis in adult patients who have responded inadequately to, or who are intolerant to one or more disease-modifying anti-rheumatic drug (DMARD) therapies.",,,2018-07-30 14:01:00,2023-02-22 10:24:00,https://www.ema.europa.eu/en/medicines/human/EPAR/taltz
414,Human,Namuscla,Myotonic Disorders,mexiletine hcl,Mexiletine hydrochloride,EMEA/H/C/004584,no,Authorised,C01BB02,no,no,no,no,no,no,yes,2018-12-18 01:00:00,,Lupin Europe GmbH,Cardiac therapy,,2018-10-18 00:00:00,2023-02-20 01:00:00,5,Namuscla is indicated for the symptomatic treatment of myotonia in adult patients with non-dystrophic myotonic disorders.,,,2019-02-01 18:10:00,2023-02-22 10:01:00,https://www.ema.europa.eu/en/medicines/human/EPAR/namuscla
415,Human,Pifeltro,HIV Infections,doravirine,doravirine,EMEA/H/C/004747,no,Authorised,J05AG06,yes,no,no,no,no,no,no,2018-11-22 01:00:00,,Merck Sharp & Dohme B.V.,Antivirals for systemic use,,2018-09-20 00:00:00,2022-10-10 00:00:00,7,"Pifeltro is indicated, in combination with other antiretroviral medicinal products, for the treatment of adults, and adolescents aged 12 years and older weighing at least 35 kg infected with HIV 1 without past or present evidence of resistance to the NNRTI class.",,,2018-09-21 14:01:00,2023-02-20 18:28:00,https://www.ema.europa.eu/en/medicines/human/EPAR/pifeltro
416,Human,Delstrigo,HIV Infections,"doravirine, lamivudine, tenofovir disoproxil","doravirine, lamivudine, tenofovir disoproxil fumarate",EMEA/H/C/004746,no,Authorised,J05AR,yes,no,no,no,no,no,no,2018-11-22 01:00:00,,Merck Sharp & Dohme B.V.,"Antivirals for treatment of HIV infections, combinations",,2018-09-20 00:00:00,2022-10-10 00:00:00,10,"Delstrigo is indicated for the treatment of adults infected with HIV 1 without past or present evidence of resistance to the NNRTI class, lamivudine, or tenofovir., , Delstrigo is also indicated for the treatment of adolescents aged 12 years and older weighing at least 35 kg who are infected with HIV-1 without past or present evidence of resistance to the NNRTI class, lamivudine, or tenofovir and who have experienced toxicities which preclude the use of other regimens that do not contain tenofovir disoproxil., ",,,2018-09-21 14:01:00,2023-02-20 17:58:00,https://www.ema.europa.eu/en/medicines/human/EPAR/delstrigo
417,Human,Akynzeo,Vomiting;  Neoplasms;  Nausea;  Cancer,"netupitant, palonosetron","netupitant, palonosetron hydrochloride",EMEA/H/C/003728,no,Authorised,A04AA,no,no,no,no,no,no,no,2015-05-27 00:00:00,,Helsinn Birex Pharmaceuticals Ltd,"Antiemetics and antinauseants, ",,2015-03-26 01:00:00,2023-02-17 01:00:00,15,"Akynzeo is indicated in adults for the:, , , 	Prevention of acute and delayed nausea and vomiting associated with highly emetogenic cisplatin based cancer chemotherapy., 	Prevention of acute and delayed nausea and vomiting associated with moderately emetogenic cancer chemotherapy., , ",,,2018-04-12 12:16:00,2023-02-20 15:54:00,https://www.ema.europa.eu/en/medicines/human/EPAR/akynzeo
418,Human,Nexpovio,Multiple Myeloma,selinexor,Selinexor,EMEA/H/C/005127,no,Authorised,L01XX66,yes,no,no,no,no,no,no,2021-03-26 01:00:00,,Stemline Therapeutics B.V.,Antineoplastic agents,,2021-01-28 01:00:00,2023-01-26 01:00:00,7,"NEXPOVIO is indicatedin combination with bortezomib and dexamethasone for the treatment of adult patients with multiple myeloma who have received at least one prior therapy.in combination with dexamethasone for the treatment of multiple myeloma in adult patients who have received at least four prior therapies and whose disease is refractory to at least two proteasome inhibitors, two immunomodulatory agents and an anti-CD38 monoclonal antibody, and who have demonstrated disease progression on the last therapy.",,,2021-05-27 14:50:00,2023-02-20 15:27:00,https://www.ema.europa.eu/en/medicines/human/EPAR/nexpovio
419,Human,Piqray,Breast Neoplasms,alpelisib,Alpelisib,EMEA/H/C/004804,no,Authorised,L01XE,yes,no,no,no,no,no,no,2020-07-27 00:00:00,,Novartis Europharm Limited ,Antineoplastic agents,,2020-05-28 00:00:00,2023-01-12 01:00:00,8,"Piqray is indicated in combination with fulvestrant for the treatment of postmenopausal women, and men, with hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative, locally advanced or metastatic breast cancer with a PIK3CA mutation after disease progression following endocrine therapy as monotherapy (see section 5.1).",,,2020-07-30 17:28:00,2023-02-20 15:18:00,https://www.ema.europa.eu/en/medicines/human/EPAR/piqray
420,Human,Cuprior,Hepatolenticular Degeneration,trientine,Trientine tetrahydrochloride,EMEA/H/C/004005,no,Authorised,A16AX,no,no,no,no,no,no,no,2017-09-05 00:00:00,,GMP-Orphan SA,"Other alimentary tract and metabolism products, ",,2017-04-21 00:00:00,2022-08-17 00:00:00,6,"Cuprior is indicated for the treatment of Wilson's disease in adults, adolescents and children ≥ 5 years intolerant to D-penicillamine therapy., ",,,2017-09-05 00:00:00,2023-02-20 15:16:00,https://www.ema.europa.eu/en/medicines/human/EPAR/cuprior
421,Human,Oxbryta,"Anemia;  Anemia, Hemolytic;  Anemia, Sickle Cell",Voxelotor,Voxelotor,EMEA/H/C/004869,no,Authorised,B06AX03,yes,no,no,no,no,no,yes,2022-02-14 01:00:00,,Global Blood Therapeutics Netherlands B. V.,Other hematological agents,,2021-12-16 01:00:00,2023-02-17 01:00:00,2,"Oxbryta is indicated for the treatment of haemolytic anaemia due to sickle cell disease (SCD) in adults and paediatric patients 12 years of age and older as monotherapy or in combination with hydroxycarbamide., ",,,2021-12-14 14:37:00,2023-02-20 14:59:00,https://www.ema.europa.eu/en/medicines/human/EPAR/oxbryta
422,Human,Nitisinone MDK (previously Nitisinone MendeliKABS),Tyrosinemias,nitisinone,nitisinone,EMEA/H/C/004281,no,Authorised,A16AX04,no,yes,no,no,no,no,no,2017-08-24 00:00:00,,MendeliKABS Europe Ltd,"Other alimentary tract and metabolism products, ",,2017-06-22 00:00:00,2022-07-15 00:00:00,6,Treatment of adult and paediatric (in any age range) patients with confirmed diagnosis of hereditary tyrosinemia type 1 (HT 1) in combination with dietary restriction of tyrosine and phenylalanine.,,,2018-04-21 12:11:00,2023-02-20 13:53:00,https://www.ema.europa.eu/en/medicines/human/EPAR/nitisinone-mdk
423,Human,Sapropterin Dipharma,Phenylketonurias,sapropterin,Sapropterin dihydrochloride,EMEA/H/C/005646,no,Authorised,A16AX07,no,yes,no,no,no,no,no,2022-02-16 01:00:00,,Dipharma Arzneimittel GmbH,"Other alimentary tract and metabolism products, ",,2021-12-16 01:00:00,2023-01-30 01:00:00,3,Sapropterin Dipharma is indicated for the treatment of hyperphenylalaninaemia (HPA) in adults and paediatric patients of all ages with phenylketonuria (PKU) who have been shown to be responsive to such treatment.Sapropterin Dipharma is also indicated for the treatment of hyperphenylalaninaemia (HPA) in adults and paediatric patients of all ages with tetrahydrobiopterin (BH4) deficiency who have been shown to be responsive to such treatment.,,,2021-12-14 14:50:00,2023-02-20 12:38:00,https://www.ema.europa.eu/en/medicines/human/EPAR/sapropterin-dipharma
424,Human,Vaxelis,"Meningitis, Haemophilus;  Poliomyelitis;  Tetanus;  Diphtheria;  Whooping Cough;  Hepatitis B","diphtheria, tetanus, pertussis (acellular, component), hepatitis B (rDNA), poliomyelitis (inactivated) and Haemophilus type b conjugate vaccine (adsorbed)","Diphtheria toxoid, tetanus toxoid, Bordetella pertussis antigens: pertussis toxoid, filamentous haemagglutinin, pertactin, fimbriae Types 2 and 3, hepatitis B surface antigen produced in yeast cells, poliovirus (inactivated): type 1 (Mahoney), type 2 (MEF-1), type 3 (Saukett) produced in Vero cells/ Haemophilus influenzae type b polysaccharide (polyribosylribitol phosphate) conjugated to meningococcal protein.",EMEA/H/C/003982,no,Authorised,J07CA09,no,no,no,no,no,no,no,2016-02-15 01:00:00,,MCM Vaccine B.V.,"Vaccines, ",,2015-12-17 01:00:00,2023-01-26 01:00:00,14,"Vaxelis (DTaP-HB-IPV-Hib) is indicated for primary and booster vaccination in infants and toddlers from the age of 6 weeks, against diphtheria, tetanus, pertussis, hepatitis B, poliomyelitis and invasive diseases caused by Haemophilus influenzae type b (Hib). The use of Vaxelis should be in accordance with official recommendations.",,,2018-04-06 17:21:00,2023-02-20 12:30:00,https://www.ema.europa.eu/en/medicines/human/EPAR/vaxelis
425,Human,Odefsey,HIV Infections,"emtricitabine, rilpivirine, tenofovir alafenamide","emtricitabine, rilpivirine hydrochloride, tenofovir alafenamide",EMEA/H/C/004156,no,Authorised,J05AR19,no,no,no,no,no,no,no,2016-06-21 00:00:00,,Gilead Sciences Ireland UC,Antivirals for systemic use,,2016-04-28 00:00:00,2023-02-16 01:00:00,20,"Treatment of adults and adolescents (aged 12 years and older with body weight at least 35 kg) infected with human immunodeficiency virus 1 (HIV 1) without known mutations associated with resistance to the non nucleoside reverse transcriptase inhibitor (NNRTI) class, tenofovir or emtricitabine and with a viral load ≤ 100,000 HIV 1 RNA copies/mL., ",,,2018-05-16 16:45:00,2023-02-20 12:17:00,https://www.ema.europa.eu/en/medicines/human/EPAR/odefsey
426,Human,Spherox,Cartilage Diseases,spheroids of human autologous matrix-associated chondrocytes,spheroids of human autologous matrix-associated chondrocytes,EMEA/H/C/002736,no,Authorised,M09AX02,no,no,no,no,no,no,no,2017-07-10 00:00:00,,CO.DON Gmbh,Other drugs for disorders of the musculo-skeletal system,,2017-05-18 00:00:00,2023-02-16 01:00:00,8,"Repair of symptomatic articular cartilage defects of the femoral condyle and the patella of the knee (International Cartilage Repair Society [ICRS] grade III or IV) with defect sizes up to 10 cm2 in adults., ",,,2018-04-26 12:29:00,2023-02-20 11:55:00,https://www.ema.europa.eu/en/medicines/human/EPAR/spherox
427,Human,Sixmo,Opioid-Related Disorders,buprenorphine,Buprenorphine hydrochloride,EMEA/H/C/004743,no,Authorised,N07BC01,yes,no,no,no,no,no,no,2019-06-19 00:00:00,,L. Molteni & C. dei Fratelli Alitti Società di Esercizio S.p.A.,Other nervous system drugs,,2019-04-26 00:00:00,2023-02-16 01:00:00,4,"Sixmo is indicated for substitution treatment for opioid dependence in clinically stable adult patients who require no more than 8 mg/day of sublingual buprenorphine, within a framework of medical, social and psychological treatment.",,,2019-07-02 15:54:00,2023-02-20 11:34:00,https://www.ema.europa.eu/en/medicines/human/EPAR/sixmo
428,Human,Xagrid,"Thrombocythemia, Essential",anagrelide,Anagrelide,EMEA/H/C/000480,no,Authorised,L01XX35,no,no,no,no,no,no,no,2004-11-15 01:00:00,,Takeda Pharmaceuticals International AG Ireland Branch,Antineoplastic agents,,,2023-02-16 01:00:00,40,Xagrid is indicated for the reduction of elevated platelet counts in at-risk essential-thrombocythaemia (ET) patients who are intolerant to their current therapy or whose elevated platelet counts are not reduced to an acceptable level by their current therapy.An at-risk patientAn at-risk ET is defined by one or more of the following features:>60 years of age or;a platelet count >1000 x 109/l or;a history of thrombohaemorrhagic events.,,,2018-07-11 23:09:00,2023-02-20 11:25:00,https://www.ema.europa.eu/en/medicines/human/EPAR/xagrid
429,Human,Kerendia,"Renal Insufficiency, Chronic;  Diabetes Mellitus, Type 2",finerenone,Finerenone,EMEA/H/C/005200,no,Authorised,C09,yes,no,no,no,no,no,no,2022-02-16 01:00:00,,Bayer AG,Agents acting on the renin-angiotensin system,,2021-12-16 01:00:00,2023-02-06 01:00:00,1,"Kerendia is indicated for the treatment of chronic kidney disease (stage 3 and 4 with albuminuria) associated with type 2 diabetes in adults., ",,,2021-12-14 11:59:00,2023-02-20 11:08:00,https://www.ema.europa.eu/en/medicines/human/EPAR/kerendia
430,Human,Nulibry,"Metal Metabolism, Inborn Errors",fosdenopterin,fosdenopterin hydrobromide dihydrate,EMEA/H/C/005378,no,Authorised,A16AX19,yes,no,no,no,no,no,yes,2022-09-15 00:00:00,,Zydus France S.A.S.,"Other alimentary tract and metabolism products, ",,2022-07-21 00:00:00,2023-02-03 01:00:00,1,NULIBRY is indicated for the treatment of patients with molybdenum cofactor deficiency (MoCD) Type A.,,,2022-07-18 13:53:00,2023-02-20 11:00:00,https://www.ema.europa.eu/en/medicines/human/EPAR/nulibry
431,Human,Velmetia,"Diabetes Mellitus, Type 2","sitagliptin, metformin","sitagliptin, metformin hydrochloride",EMEA/H/C/000862,no,Authorised,A10BD07,no,no,no,no,no,no,no,2008-07-16 00:00:00,,Merck Sharp & Dohme B.V.,Drugs used in diabetes,,2008-04-24 00:00:00,2023-01-30 01:00:00,35,"For patients with type-2 diabetes mellitus:, , , 	Velmetia is indicated as an adjunct to diet and exercise to improve glycaemic control in patients inadequately controlled on their maximal tolerated dose of metformin alone or those already being treated with the combination of sitagliptin and metformin., 	Velmetia is indicated in combination with a sulphonylurea (i.e. triple combination therapy) as an adjunct to diet and exercise in patients inadequately controlled on their maximal tolerated dose of metformin and a sulphonylurea., 	Velmetia is indicated as triple combination therapy with a PPAR agonist (i.e. a thiazolidinedione) as an adjunct to diet and exercise in patients inadequately controlled on their maximal tolerated dose of metformin and a PPAR agonist., 	Velmetia is also indicated as add on to insulin (i.e. triple combination therapy) as an adjunct to diet and exercise to improve glycaemic control in patients when stable dosage of insulin and metformin alone do not provide adequate glycaemic control., , ",,,2018-06-29 02:00:00,2023-02-20 10:46:00,https://www.ema.europa.eu/en/medicines/human/EPAR/velmetia
432,Human,Jcovden (previously COVID-19 Vaccine Janssen),COVID-19 virus infection,COVID-19 vaccine (Ad26.COV2-S [recombinant]),adenovirus type 26 encoding the SARS-CoV-2 spike glycoprotein (Ad26.COV2-S),EMEA/H/C/005737,yes,Authorised,J07BX03,yes,no,no,no,no,no,no,2021-03-11 01:00:00,,Janssen-Cilag International NV,"Vaccines, ",,2021-03-11 01:00:00,2023-02-09 01:00:00,28,Jcovden is indicated for active immunisation to prevent COVID-19 caused by SARS-CoV-2 in individuals 18 years of age and older.The use of this vaccine should be in accordance with official recommendations.,,,2021-03-11 19:30:00,2023-02-17 15:26:00,https://www.ema.europa.eu/en/medicines/human/EPAR/jcovden-previously-covid-19-vaccine-janssen
433,Human,Descovy,HIV Infections,"emtricitabine, tenofovir alafenamide","emtricitabine, tenofovir alafenamide",EMEA/H/C/004094,no,Authorised,J05AR17,no,no,no,no,no,no,no,2016-04-21 00:00:00,,Gilead Sciences Ireland UC,Antivirals for systemic use,,2016-02-25 01:00:00,2023-02-16 01:00:00,20,Descovy is indicated in combination with other antiretroviral agents for the treatment of adults and adolescents (aged 12 years and older with body weight at least 35 kg) infected with human immunodeficiency virus type 1 (HIV-1).,,,2018-05-28 11:44:00,2023-02-17 12:00:00,https://www.ema.europa.eu/en/medicines/human/EPAR/descovy
434,Human,Amglidia,Diabetes Mellitus,glibenclamide,glibenclamide,EMEA/H/C/004379,no,Authorised,A10BB01,no,no,no,no,no,no,yes,2018-05-24 00:00:00,,Ammtek,Drugs used in diabetes,,2017-12-14 01:00:00,2023-02-09 01:00:00,5,"Amglidia is indicated for the treatment of neonatal diabetes mellitus, for use in newborns, infants and children.Sulphonylureas like Amglidia have been shown to be effective in patients with mutations in the genes coding for the β-cell ATP-sensitive potassium channel and chromosome 6q24-related transient neonatal diabetes mellitus.",,,2018-07-31 12:02:00,2023-02-16 16:22:00,https://www.ema.europa.eu/en/medicines/human/EPAR/amglidia
435,Human,Accofil,Neutropenia,filgrastim,filgrastim,EMEA/H/C/003956,no,Authorised,L03AA02,no,no,yes,no,no,no,no,2014-09-17 00:00:00,,Accord Healthcare S.L.U.,"Immunostimulants, ",,2014-07-24 00:00:00,2022-06-24 00:00:00,13,"Accofil is indicated for the reduction in the duration of neutropenia and the incidence of febrile neutropenia in patients treated with established cytotoxic chemotherapy for malignancy (with the exception of chronic myeloid leukaemia and myelodysplastic syndromes) and for the reduction in the duration of neutropenia in patients undergoing myeloablative therapy followed by bone marrow transplantation considered to be at increased risk of prolonged severe neutropenia. The safety and efficacy of Accofil are similar in adults and children receiving cytotoxic chemotherapy.Accofil is indicated for the mobilisation of peripheral blood progenitor cells (PBPCs).In patients, children or adults with severe congenital, cyclic, or idiopathic neutropenia with an absolute neutrophil count (ANC) of ≤ 0.5 x 109/L, and a history of severe or recurrent infections, long term administration of Accofil is indicated to increase neutrophil counts and to reduce the incidence and duration of infection-related events.Accofil is indicated for the treatment of persistent neutropenia (ANC less than or equal to 1.0 x 109/L) in patients with advanced HIV infection, in order to reduce the risk of bacterial infections when other options to manage neutropenia are inappropriate.",,,2018-05-25 12:07:00,2023-02-16 14:56:00,https://www.ema.europa.eu/en/medicines/human/EPAR/accofil
436,Human,CoAprovel,Hypertension,"irbesartan, hydrochlorothiazide","irbesartan, hydrochlorothiazide",EMEA/H/C/000222,no,Authorised,C09DA04,no,no,no,no,no,no,no,1998-10-14 00:00:00,,Sanofi Winthrop Industrie,Agents acting on the renin-angiotensin system,,1998-07-22 00:00:00,2023-01-30 01:00:00,46,Treatment of essential hypertension. This fixed dose combination is indicated in adult patients whose blood pressure is not adequately controlled on irbesartan or hydrochlorothiazide alone.,,,2017-08-22 00:09:00,2023-02-16 14:54:00,https://www.ema.europa.eu/en/medicines/human/EPAR/coaprovel
437,Human,Aprovel,Hypertension,irbesartan,irbesartan,EMEA/H/C/000141,no,Authorised,C09CA04,no,no,no,no,no,no,no,1997-08-26 00:00:00,,Sanofi Winthrop Industrie,Agents acting on the renin-angiotensin system,,,2023-01-30 01:00:00,47,Treatment of essential hypertension.Treatment of renal disease in patients with hypertension and type-2 diabetes mellitus as part of an antihypertensive medicinal-product regimen.,,,2017-08-02 00:00:00,2023-02-16 14:44:00,https://www.ema.europa.eu/en/medicines/human/EPAR/aprovel
438,Human,Roclanda,"Glaucoma, Open-Angle;  Ocular Hypertension",latanoprost / netarsudil,"Latanoprost, Netarsudil mesilate",EMEA/H/C/005107,no,Authorised,S01EE,yes,no,no,no,no,no,no,2021-01-07 01:00:00,,Santen Oy,Ophthalmologicals,,2020-11-12 01:00:00,2022-12-12 01:00:00,4,Roclanda is indicated for the reduction of elevated intraocular pressure (IOP) in adult patients with primary open-angle glaucoma or ocular hypertension for whom monotherapy with a prostaglandin or netarsudil provides insufficient IOP reduction.,,,2021-01-21 11:39:00,2023-02-16 14:32:00,https://www.ema.europa.eu/en/medicines/human/EPAR/roclanda
439,Human,LysaKare,Radiation Injuries,"arginine, lysine","L-arginine hydrochloride, L-lysine hydrochloride",EMEA/H/C/004541,no,Authorised,V03AF11,no,no,no,no,no,no,no,2019-07-25 00:00:00,,Advanced Accelerator Applications,Detoxifying agents for antineoplastic treatment,,2019-05-29 00:00:00,2023-02-13 01:00:00,3,LysaKare is indicated for reduction of renal radiation exposure during Peptide-Receptor Radionuclide Therapy (PRRT) with lutetium (177Lu) oxodotreotide in adults.,,,2019-07-30 15:00:00,2023-02-16 13:58:00,https://www.ema.europa.eu/en/medicines/human/EPAR/lysakare
440,Human,Iscover,Stroke;  Peripheral Vascular Diseases;  Atrial Fibrillation;  Myocardial Infarction;  Acute Coronary Syndrome,clopidogrel,clopidogrel,EMEA/H/C/000175,no,Authorised,B01AC04,no,no,no,no,no,no,no,1998-07-14 00:00:00,,Sanofi Winthrop Industrie,Antithrombotic agents,,1998-03-25 01:00:00,2022-12-16 01:00:00,49,"Secondary prevention of atherothrombotic eventsClopidogrel is indicated in:Adult patients suffering from myocardial infarction (from a few days until less than 35 days), ischaemic stroke (from 7 days until less than 6 months) or established peripheral arterial disease.Adult patients suffering from acute coronary syndrome:Non-ST segment elevation acute coronary syndrome (unstable angina or non-Q-wave myocardial infarction), including patients undergoing a stent placement following percutaneous coronary intervention, in combination with acetylsalicylic acid (ASA).ST segment elevation acute myocardial infarction, in combination with ASA in patients undergoing percutaneous coronary intervention (including patients undergoing a stent placement) or medically treated patients eligible for thrombolytic/fibrinolytic therapy.In patients with moderate to high-risk Transient Ischemic Attack (TIA) or minor Ischemic Stroke (IS)Clopidogrel in combination with ASA is indicated in:Adult patients with moderate to high-risk TIA (ABCD2  score ≥4) or minor IS (NIHSS  ≤3) within 24 hours of either the TIA or IS event.Prevention of atherothrombotic and thromboembolic events in atrial fibrillationIn adult patients with atrial fibrillation who have at least one risk factor for vascular events, are not suitable for treatment with Vitamin K antagonists (VKA) and who have a low bleeding risk, clopidogrel is indicated in combination with ASA for the prevention of atherothrombotic and thromboembolic events, including stroke.",,,2018-01-18 01:00:00,2023-02-16 13:57:00,https://www.ema.europa.eu/en/medicines/human/EPAR/iscover
